,date,vodka,State,spider solitaire,participants_x,inflation_x,participants_y,blood drive,ebay,jobs,brownie recipe,xbox,linkedin,haircut,calvin klein,candy crush,omegle,slutload,inflation_y,harvard,jobs near me,mens underwear,pornhub,lottery,google flights,unemployment,resume template
5441,2009-03-01,,GA,,,,,,,,,,,24,,,,,,,,14,23,,4,52,
5442,2009-04-01,,GA,,,,,,,,,,,25,,,,,,,,15,23,,0,48,
5443,2009-05-01,,GA,,,,,,,,,,,33,,,,,,,,45,26,,1,49,
5444,2009-06-01,,GA,,,,,,,,,,,35,,,,,,,,46,28,,0,49,
5445,2009-07-01,,GA,,,,,,,,,,,35,,,,,,,,15,28,,1,56,
5446,2009-08-01,,GA,,,,,,,,,,,30,,,,,,,,15,27,,1,51,
5447,2009-09-01,,GA,,,,,,,,,,,26,,,,,,,,29,28,,2,48,
5448,2009-10-01,,GA,,,,,,,,,,,26,,,,,,,,42,29,,1,47,
5449,2009-11-01,,GA,,,,,,,,,,,42,,,,,,,,87,27,,0,62,
5450,2009-12-01,,GA,,,,,,,,,,,41,,,,,,,,14,28,,0,57,
5451,2010-01-01,,GA,,,,,,,,,,,37,,,,,,,,40,27,,1,59,
5452,2010-02-01,,GA,,,,,,,,,,,36,,,,,,,,84,26,,0,55,
5453,2010-03-01,,GA,,,,,,,,,,,34,,,,,,,,26,27,,0,68,
5454,2010-04-01,,GA,,,,,,,,,,,26,,,,,,,,27,30,,3,61,
5455,2010-05-01,,GA,,,,,,,,,,,45,,,,,,,,0,32,,0,56,
5456,2010-06-01,,GA,,,,,,,,,,,32,,,,,,,,43,33,,2,64,
5457,2010-07-01,,GA,,,,,,,,,,,33,,,,,,,,25,39,,1,100,
5458,2010-08-01,,GA,,,,,,,,,,,67,,,,,,,,35,37,,2,59,
5459,2010-09-01,,GA,,,,,,,,,,,33,,,,,,,,24,40,,0,46,
5460,2010-10-01,,GA,,,,,,,,,,,27,,,,,,,,45,44,,0,42,
5461,2010-11-01,,GA,,,,,,,,,,,30,,,,,,,,0,43,,2,50,
5462,2010-12-01,,GA,,,,,,,,,,,29,,,,,,,,100,42,,2,62,
5463,2019-02-01,,GA,,,,,,,,,,,54,,,,,,,,29,75,,79,18,
5464,2019-03-01,,GA,,,,,,,,,,,65,,,,,,,,31,80,,65,17,
5465,2019-04-01,,GA,,,,,,,,,,,55,,,,,,,,38,88,,70,17,
5466,2019-05-01,,GA,,,,,,,,,,,65,,,,,,,,30,94,,77,16,
5467,2019-06-01,,GA,,,,,,,,,,,57,,,,,,,,36,96,,90,16,
5468,2019-07-01,,GA,,,,,,,,,,,56,,,,,,,,40,100,,76,17,
5469,2019-08-01,,GA,,,,,,,,,,,59,,,,,,,,51,94,,76,14,
5470,2019-09-01,,GA,,,,,,,,,,,58,,,,,,,,53,90,,72,16,
5471,2019-10-01,,GA,,,,,,,,,,,50,,,,,,,,28,91,,85,20,
5472,2019-11-01,,GA,,,,,,,,,,,53,,,,,,,,58,95,,88,17,
5473,2019-12-01,,GA,,,,,,,,,,,54,,,,,,,,65,97,,73,16,
5474,2020-01-01,,GA,,,,,,,,,,,47,,,,,,,,55,96,,100,21,
5475,2008-01-01,,HI,,,,,,,,,,,8,,,,,,,,0,5,,0,33,
5476,2008-02-01,,HI,,,,,,,,,,,17,,,,,,,,78,8,,0,17,
5477,2008-03-01,,HI,,,,,,,,,,,8,,,,,,,,76,5,,0,19,
5478,2008-04-01,,HI,,,,,,,,,,,25,,,,,,,,0,8,,0,19,
5479,2008-05-01,,HI,,,,,,,,,,,25,,,,,,,,0,10,,0,13,
5480,2008-06-01,,HI,,,,,,,,,,,36,,,,,,,,0,18,,0,28,
5481,2008-07-01,,HI,,,,,,,,,,,9,,,,,,,,79,19,,0,46,
5482,2008-08-01,,HI,,,,,,,,,,,60,,,,,,,,0,32,,0,13,
5483,2008-09-01,,HI,,,,,,,,,,,25,,,,,,,,75,23,,0,32,
5484,2008-10-01,,HI,,,,,,,,,,,8,,,,,,,,0,24,,0,30,
5485,2008-11-01,,HI,,,,,,,,,,,8,,,,,,,,0,30,,0,32,
5486,2008-12-01,,HI,,,,,,,,,,,32,,,,,,,,0,31,,0,35,
5487,2009-01-01,,HI,,,,,,,,,,,16,,,,,,,,0,31,,0,33,
5488,2009-02-01,,HI,,,,,,,,,,,33,,,,,,,,0,36,,0,36,
5489,2009-03-01,,HI,,,,,,,,,,,22,,,,,,,,0,32,,0,46,
5490,2009-04-01,,HI,,,,,,,,,,,60,,,,,,,,69,25,,4,44,
5491,2009-05-01,,HI,,,,,,,,,,,23,,,,,,,,69,36,,0,65,
5492,2009-06-01,,HI,,,,,,,,,,,16,,,,,,,,0,45,,0,60,
5493,2009-07-01,,HI,,,,,,,,,,,39,,,,,,,,70,40,,0,60,
5494,2009-08-01,,HI,,,,,,,,,,,7,,,,,,,,0,40,,0,60,
5495,2009-09-01,,HI,,,,,,,,,,,36,,,,,,,,0,35,,3,45,
5496,2009-10-01,,HI,,,,,,,,,,,14,,,,,,,,0,39,,0,63,
5497,2009-11-01,,HI,,,,,,,,,,,43,,,,,,,,67,43,,0,42,
5498,2009-12-01,,HI,,,,,,,,,,,22,,,,,,,,0,43,,0,53,
5499,2010-01-01,,HI,,,,,,,,,,,27,,,,,,,,0,37,,10,48,
5500,2010-02-01,,HI,,,,,,,,,,,36,,,,,,,,0,38,,0,67,
5501,2010-03-01,,HI,,,,,,,,,,,27,,,,,,,,0,39,,3,37,
5502,2010-04-01,,HI,,,,,,,,,,,40,,,,,,,,0,40,,0,65,
5503,2010-05-01,,HI,,,,,,,,,,,28,,,,,,,,0,44,,0,59,
5504,2010-06-01,,HI,,,,,,,,,,,51,,,,,,,,0,38,,0,100,
5505,2010-07-01,,HI,,,,,,,,,,,20,,,,,,,,0,59,,0,90,
5506,2010-08-01,,HI,,,,,,,,,,,57,,,,,,,,0,51,,0,42,
5507,2010-09-01,,HI,,,,,,,,,,,31,,,,,,,,0,59,,0,56,
5508,2010-10-01,,HI,,,,,,,,,,,31,,,,,,,,0,56,,3,38,
5509,2010-11-01,,HI,,,,,,,,,,,30,,,,,,,,0,48,,0,47,
5510,2010-12-01,,HI,,,,,,,,,,,30,,,,,,,,54,53,,0,56,
5511,2019-02-01,,HI,,,,,,,,,,,61,,,,,,,,18,78,,70,31,
5512,2019-03-01,,HI,,,,,,,,,,,74,,,,,,,,34,84,,79,23,
5513,2019-04-01,,HI,,,,,,,,,,,65,,,,,,,,34,85,,55,41,
5514,2019-05-01,,HI,,,,,,,,,,,59,,,,,,,,17,84,,79,42,
5515,2019-06-01,,HI,,,,,,,,,,,59,,,,,,,,55,100,,83,29,
5516,2019-07-01,,HI,,,,,,,,,,,74,,,,,,,,18,97,,73,38,
5517,2019-08-01,,HI,,,,,,,,,,,73,,,,,,,,34,91,,75,28,
5518,2019-09-01,,HI,,,,,,,,,,,74,,,,,,,,0,87,,75,28,
5519,2019-10-01,,HI,,,,,,,,,,,51,,,,,,,,33,96,,67,30,
5520,2019-11-01,,HI,,,,,,,,,,,46,,,,,,,,68,94,,89,28,
5521,2019-12-01,,HI,,,,,,,,,,,100,,,,,,,,49,93,,71,32,
5522,2020-01-01,,HI,,,,,,,,,,,67,,,,,,,,30,94,,100,34,
5523,2008-01-01,,ID,,,,,,,,,,,25,,,,,,,,0,7,,0,28,
5524,2008-02-01,,ID,,,,,,,,,,,25,,,,,,,,0,6,,0,22,
5525,2008-03-01,,ID,,,,,,,,,,,12,,,,,,,,0,5,,0,34,
5526,2008-04-01,,ID,,,,,,,,,,,0,,,,,,,,0,6,,0,31,
5527,2008-05-01,,ID,,,,,,,,,,,25,,,,,,,,0,14,,10,13,
5528,2008-06-01,,ID,,,,,,,,,,,14,,,,,,,,100,9,,0,22,
5529,2008-07-01,,ID,,,,,,,,,,,0,,,,,,,,0,8,,0,28,
5530,2008-08-01,,ID,,,,,,,,,,,41,,,,,,,,0,12,,0,42,
5531,2008-09-01,,ID,,,,,,,,,,,38,,,,,,,,88,15,,0,41,
5532,2008-10-01,,ID,,,,,,,,,,,11,,,,,,,,0,10,,0,23,
5533,2008-11-01,,ID,,,,,,,,,,,64,,,,,,,,0,14,,0,65,
5534,2008-12-01,,ID,,,,,,,,,,,50,,,,,,,,0,11,,0,69,
5535,2009-01-01,,ID,,,,,,,,,,,70,,,,,,,,82,10,,0,88,
5536,2009-02-01,,ID,,,,,,,,,,,25,,,,,,,,0,8,,0,74,
5537,2009-03-01,,ID,,,,,,,,,,,55,,,,,,,,0,22,,0,59,
5538,2009-04-01,,ID,,,,,,,,,,,23,,,,,,,,0,22,,0,68,
5539,2009-05-01,,ID,,,,,,,,,,,24,,,,,,,,0,16,,0,58,
5540,2009-06-01,,ID,,,,,,,,,,,12,,,,,,,,0,20,,0,75,
5541,2009-07-01,,ID,,,,,,,,,,,67,,,,,,,,0,17,,0,61,
5542,2009-08-01,,ID,,,,,,,,,,,41,,,,,,,,0,18,,0,52,
5543,2009-09-01,,ID,,,,,,,,,,,26,,,,,,,,0,28,,0,63,
5544,2009-10-01,,ID,,,,,,,,,,,49,,,,,,,,0,15,,0,76,
5545,2009-11-01,,ID,,,,,,,,,,,13,,,,,,,,0,12,,0,100,
5546,2009-12-01,,ID,,,,,,,,,,,24,,,,,,,,0,24,,0,73,
5547,2010-01-01,,ID,,,,,,,,,,,11,,,,,,,,0,25,,0,86,
5548,2010-02-01,,ID,,,,,,,,,,,35,,,,,,,,80,21,,0,82,
5549,2010-03-01,,ID,,,,,,,,,,,11,,,,,,,,0,22,,0,60,
5550,2010-04-01,,ID,,,,,,,,,,,57,,,,,,,,82,22,,0,59,
5551,2010-05-01,,ID,,,,,,,,,,,38,,,,,,,,0,12,,0,56,
5552,2010-06-01,,ID,,,,,,,,,,,41,,,,,,,,0,27,,0,46,
5553,2010-07-01,,ID,,,,,,,,,,,13,,,,,,,,0,35,,21,100,
5554,2010-08-01,,ID,,,,,,,,,,,24,,,,,,,,0,31,,0,46,
5555,2010-09-01,,ID,,,,,,,,,,,33,,,,,,,,0,25,,0,46,
5556,2010-10-01,,ID,,,,,,,,,,,40,,,,,,,,0,27,,8,58,
5557,2010-11-01,,ID,,,,,,,,,,,48,,,,,,,,67,40,,7,58,
5558,2010-12-01,,ID,,,,,,,,,,,28,,,,,,,,0,48,,0,73,
5559,2019-02-01,,ID,,,,,,,,,,,49,,,,,,,,43,84,,80,24,
5560,2019-03-01,,ID,,,,,,,,,,,78,,,,,,,,14,83,,80,29,
5561,2019-04-01,,ID,,,,,,,,,,,68,,,,,,,,14,82,,72,20,
5562,2019-05-01,,ID,,,,,,,,,,,47,,,,,,,,84,93,,73,24,
5563,2019-06-01,,ID,,,,,,,,,,,74,,,,,,,,0,100,,69,18,
5564,2019-07-01,,ID,,,,,,,,,,,93,,,,,,,,14,96,,53,20,
5565,2019-08-01,,ID,,,,,,,,,,,87,,,,,,,,0,92,,65,15,
5566,2019-09-01,,ID,,,,,,,,,,,72,,,,,,,,26,82,,81,13,
5567,2019-10-01,,ID,,,,,,,,,,,83,,,,,,,,13,84,,86,24,
5568,2019-11-01,,ID,,,,,,,,,,,54,,,,,,,,26,91,,100,20,
5569,2019-12-01,,ID,,,,,,,,,,,64,,,,,,,,13,95,,66,32,
5570,2020-01-01,,ID,,,,,,,,,,,80,,,,,,,,49,91,,93,38,
5571,2008-01-01,,IL,,,,,,,,,,,26,,,,,,,,77,3,,3,24,
5572,2008-02-01,,IL,,,,,,,,,,,22,,,,,,,,32,5,,0,21,
5573,2008-03-01,,IL,,,,,,,,,,,23,,,,,,,,32,7,,0,28,
5574,2008-04-01,,IL,,,,,,,,,,,20,,,,,,,,0,8,,1,24,
5575,2008-05-01,,IL,,,,,,,,,,,19,,,,,,,,61,10,,3,21,
5576,2008-06-01,,IL,,,,,,,,,,,21,,,,,,,,17,13,,0,27,
5577,2008-07-01,,IL,,,,,,,,,,,23,,,,,,,,16,13,,1,32,
5578,2008-08-01,,IL,,,,,,,,,,,30,,,,,,,,16,17,,1,32,
5579,2008-09-01,,IL,,,,,,,,,,,19,,,,,,,,15,17,,0,23,
5580,2008-10-01,,IL,,,,,,,,,,,25,,,,,,,,41,19,,0,41,
5581,2008-11-01,,IL,,,,,,,,,,,20,,,,,,,,78,20,,0,48,
5582,2008-12-01,,IL,,,,,,,,,,,31,,,,,,,,61,24,,3,52,
5583,2009-01-01,,IL,,,,,,,,,,,23,,,,,,,,14,25,,0,69,
5584,2009-02-01,,IL,,,,,,,,,,,13,,,,,,,,30,20,,1,67,
5585,2009-03-01,,IL,,,,,,,,,,,19,,,,,,,,41,23,,1,61,
5586,2009-04-01,,IL,,,,,,,,,,,19,,,,,,,,28,21,,2,67,
5587,2009-05-01,,IL,,,,,,,,,,,23,,,,,,,,15,26,,0,61,
5588,2009-06-01,,IL,,,,,,,,,,,38,,,,,,,,45,27,,3,61,
5589,2009-07-01,,IL,,,,,,,,,,,36,,,,,,,,60,26,,3,65,
5590,2009-08-01,,IL,,,,,,,,,,,31,,,,,,,,60,32,,2,61,
5591,2009-09-01,,IL,,,,,,,,,,,27,,,,,,,,29,26,,0,56,
5592,2009-10-01,,IL,,,,,,,,,,,24,,,,,,,,53,29,,0,67,
5593,2009-11-01,,IL,,,,,,,,,,,34,,,,,,,,14,29,,1,68,
5594,2009-12-01,,IL,,,,,,,,,,,36,,,,,,,,42,28,,1,57,
5595,2010-01-01,,IL,,,,,,,,,,,29,,,,,,,,39,27,,2,69,
5596,2010-02-01,,IL,,,,,,,,,,,33,,,,,,,,40,26,,2,63,
5597,2010-03-01,,IL,,,,,,,,,,,26,,,,,,,,24,26,,3,66,
5598,2010-04-01,,IL,,,,,,,,,,,25,,,,,,,,88,29,,1,60,
5599,2010-05-01,,IL,,,,,,,,,,,38,,,,,,,,40,30,,2,54,
5600,2010-06-01,,IL,,,,,,,,,,,22,,,,,,,,55,32,,2,72,
5601,2010-07-01,,IL,,,,,,,,,,,27,,,,,,,,27,38,,1,100,
5602,2010-08-01,,IL,,,,,,,,,,,35,,,,,,,,39,38,,1,57,
5603,2010-09-01,,IL,,,,,,,,,,,29,,,,,,,,50,36,,1,54,
5604,2010-10-01,,IL,,,,,,,,,,,28,,,,,,,,37,40,,1,46,
5605,2010-11-01,,IL,,,,,,,,,,,40,,,,,,,,85,36,,2,57,
5606,2010-12-01,,IL,,,,,,,,,,,28,,,,,,,,62,39,,3,85,
5607,2019-02-01,,IL,,,,,,,,,,,59,,,,,,,,47,81,,78,24,
5608,2019-03-01,,IL,,,,,,,,,,,64,,,,,,,,39,87,,71,19,
5609,2019-04-01,,IL,,,,,,,,,,,54,,,,,,,,39,90,,71,21,
5610,2019-05-01,,IL,,,,,,,,,,,57,,,,,,,,46,92,,77,17,
5611,2019-06-01,,IL,,,,,,,,,,,61,,,,,,,,49,100,,82,18,
5612,2019-07-01,,IL,,,,,,,,,,,63,,,,,,,,43,98,,77,23,
5613,2019-08-01,,IL,,,,,,,,,,,60,,,,,,,,50,97,,83,19,
5614,2019-09-01,,IL,,,,,,,,,,,59,,,,,,,,55,94,,76,18,
5615,2019-10-01,,IL,,,,,,,,,,,53,,,,,,,,41,94,,79,21,
5616,2019-11-01,,IL,,,,,,,,,,,54,,,,,,,,71,96,,84,20,
5617,2019-12-01,,IL,,,,,,,,,,,62,,,,,,,,70,99,,78,21,
5618,2020-01-01,,IL,,,,,,,,,,,55,,,,,,,,40,100,,100,26,
5619,2008-01-01,,IN,,,,,,,,,,,21,,,,,,,,0,1,,0,17,
5620,2008-02-01,,IN,,,,,,,,,,,27,,,,,,,,0,3,,0,15,
5621,2008-03-01,,IN,,,,,,,,,,,19,,,,,,,,76,5,,0,19,
5622,2008-04-01,,IN,,,,,,,,,,,35,,,,,,,,0,5,,0,17,
5623,2008-05-01,,IN,,,,,,,,,,,22,,,,,,,,0,5,,0,16,
5624,2008-06-01,,IN,,,,,,,,,,,47,,,,,,,,0,10,,0,19,
5625,2008-07-01,,IN,,,,,,,,,,,24,,,,,,,,0,10,,0,25,
5626,2008-08-01,,IN,,,,,,,,,,,33,,,,,,,,0,15,,0,29,
5627,2008-09-01,,IN,,,,,,,,,,,37,,,,,,,,0,13,,0,27,
5628,2008-10-01,,IN,,,,,,,,,,,8,,,,,,,,0,12,,0,33,
5629,2008-11-01,,IN,,,,,,,,,,,23,,,,,,,,0,17,,0,44,
5630,2008-12-01,,IN,,,,,,,,,,,29,,,,,,,,69,17,,0,50,
5631,2009-01-01,,IN,,,,,,,,,,,13,,,,,,,,100,19,,0,60,
5632,2009-02-01,,IN,,,,,,,,,,,16,,,,,,,,0,18,,11,51,
5633,2009-03-01,,IN,,,,,,,,,,,28,,,,,,,,31,20,,0,56,
5634,2009-04-01,,IN,,,,,,,,,,,24,,,,,,,,29,15,,0,60,
5635,2009-05-01,,IN,,,,,,,,,,,23,,,,,,,,32,19,,0,62,
5636,2009-06-01,,IN,,,,,,,,,,,51,,,,,,,,0,23,,0,62,
5637,2009-07-01,,IN,,,,,,,,,,,50,,,,,,,,65,21,,0,60,
5638,2009-08-01,,IN,,,,,,,,,,,29,,,,,,,,28,23,,0,46,
5639,2009-09-01,,IN,,,,,,,,,,,23,,,,,,,,25,24,,0,55,
5640,2009-10-01,,IN,,,,,,,,,,,19,,,,,,,,0,20,,10,45,
5641,2009-11-01,,IN,,,,,,,,,,,23,,,,,,,,31,24,,5,59,
5642,2009-12-01,,IN,,,,,,,,,,,32,,,,,,,,91,21,,0,55,
5643,2010-01-01,,IN,,,,,,,,,,,23,,,,,,,,29,17,,9,72,
5644,2010-02-01,,IN,,,,,,,,,,,29,,,,,,,,0,19,,0,50,
5645,2010-03-01,,IN,,,,,,,,,,,25,,,,,,,,0,21,,5,60,
5646,2010-04-01,,IN,,,,,,,,,,,19,,,,,,,,0,19,,5,56,
5647,2010-05-01,,IN,,,,,,,,,,,13,,,,,,,,0,30,,11,49,
5648,2010-06-01,,IN,,,,,,,,,,,21,,,,,,,,0,25,,6,85,
5649,2010-07-01,,IN,,,,,,,,,,,38,,,,,,,,35,28,,0,100,
5650,2010-08-01,,IN,,,,,,,,,,,43,,,,,,,,0,30,,0,62,
5651,2010-09-01,,IN,,,,,,,,,,,31,,,,,,,,29,30,,0,39,
5652,2010-10-01,,IN,,,,,,,,,,,18,,,,,,,,0,33,,0,49,
5653,2010-11-01,,IN,,,,,,,,,,,25,,,,,,,,56,28,,0,58,
5654,2010-12-01,,IN,,,,,,,,,,,22,,,,,,,,0,30,,0,74,
5655,2019-02-01,,IN,,,,,,,,,,,52,,,,,,,,39,72,,86,17,
5656,2019-03-01,,IN,,,,,,,,,,,65,,,,,,,,28,78,,74,16,
5657,2019-04-01,,IN,,,,,,,,,,,44,,,,,,,,19,80,,78,14,
5658,2019-05-01,,IN,,,,,,,,,,,56,,,,,,,,10,91,,77,12,
5659,2019-06-01,,IN,,,,,,,,,,,60,,,,,,,,31,100,,90,13,
5660,2019-07-01,,IN,,,,,,,,,,,45,,,,,,,,45,100,,89,15,
5661,2019-08-01,,IN,,,,,,,,,,,54,,,,,,,,50,90,,89,11,
5662,2019-09-01,,IN,,,,,,,,,,,58,,,,,,,,27,86,,77,13,
5663,2019-10-01,,IN,,,,,,,,,,,47,,,,,,,,31,90,,91,12,
5664,2019-11-01,,IN,,,,,,,,,,,51,,,,,,,,40,86,,90,13,
5665,2019-12-01,,IN,,,,,,,,,,,51,,,,,,,,80,93,,80,14,
5666,2020-01-01,,IN,,,,,,,,,,,51,,,,,,,,28,89,,100,18,
5667,2008-01-01,,IA,,,,,,,,,,,44,,,,,,,,0,2,,0,28,
5668,2008-02-01,,IA,,,,,,,,,,,7,,,,,,,,0,5,,0,15,
5669,2008-03-01,,IA,,,,,,,,,,,7,,,,,,,,47,6,,7,23,
5670,2008-04-01,,IA,,,,,,,,,,,13,,,,,,,,0,5,,0,18,
5671,2008-05-01,,IA,,,,,,,,,,,29,,,,,,,,0,6,,0,28,
5672,2008-06-01,,IA,,,,,,,,,,,35,,,,,,,,0,9,,0,15,
5673,2008-07-01,,IA,,,,,,,,,,,34,,,,,,,,0,11,,0,29,
5674,2008-08-01,,IA,,,,,,,,,,,33,,,,,,,,0,16,,0,34,
5675,2008-09-01,,IA,,,,,,,,,,,28,,,,,,,,0,9,,0,30,
5676,2008-10-01,,IA,,,,,,,,,,,57,,,,,,,,0,10,,0,42,
5677,2008-11-01,,IA,,,,,,,,,,,28,,,,,,,,45,14,,0,27,
5678,2008-12-01,,IA,,,,,,,,,,,28,,,,,,,,0,15,,0,36,
5679,2009-01-01,,IA,,,,,,,,,,,20,,,,,,,,43,12,,0,67,
5680,2009-02-01,,IA,,,,,,,,,,,35,,,,,,,,0,20,,7,75,
5681,2009-03-01,,IA,,,,,,,,,,,33,,,,,,,,0,13,,0,59,
5682,2009-04-01,,IA,,,,,,,,,,,40,,,,,,,,43,17,,0,70,
5683,2009-05-01,,IA,,,,,,,,,,,40,,,,,,,,100,21,,0,35,
5684,2009-06-01,,IA,,,,,,,,,,,26,,,,,,,,0,20,,16,39,
5685,2009-07-01,,IA,,,,,,,,,,,17,,,,,,,,0,22,,0,44,
5686,2009-08-01,,IA,,,,,,,,,,,49,,,,,,,,52,19,,0,55,
5687,2009-09-01,,IA,,,,,,,,,,,44,,,,,,,,46,16,,0,45,
5688,2009-10-01,,IA,,,,,,,,,,,33,,,,,,,,0,17,,0,61,
5689,2009-11-01,,IA,,,,,,,,,,,36,,,,,,,,45,18,,7,76,
5690,2009-12-01,,IA,,,,,,,,,,,30,,,,,,,,0,21,,0,90,
5691,2010-01-01,,IA,,,,,,,,,,,36,,,,,,,,0,15,,0,100,
5692,2010-02-01,,IA,,,,,,,,,,,54,,,,,,,,43,18,,13,52,
5693,2010-03-01,,IA,,,,,,,,,,,54,,,,,,,,0,22,,0,77,
5694,2010-04-01,,IA,,,,,,,,,,,31,,,,,,,,0,22,,6,52,
5695,2010-05-01,,IA,,,,,,,,,,,49,,,,,,,,0,19,,7,71,
5696,2010-06-01,,IA,,,,,,,,,,,32,,,,,,,,0,19,,0,82,
5697,2010-07-01,,IA,,,,,,,,,,,47,,,,,,,,0,18,,8,67,
5698,2010-08-01,,IA,,,,,,,,,,,37,,,,,,,,0,28,,7,49,
5699,2010-09-01,,IA,,,,,,,,,,,47,,,,,,,,0,27,,0,55,
5700,2010-10-01,,IA,,,,,,,,,,,39,,,,,,,,0,30,,0,40,
5701,2010-11-01,,IA,,,,,,,,,,,62,,,,,,,,0,25,,6,44,
5702,2010-12-01,,IA,,,,,,,,,,,6,,,,,,,,0,24,,0,73,
5703,2019-02-01,,IA,,,,,,,,,,,58,,,,,,,,7,74,,70,50,
5704,2019-03-01,,IA,,,,,,,,,,,68,,,,,,,,14,76,,64,50,
5705,2019-04-01,,IA,,,,,,,,,,,73,,,,,,,,22,78,,64,44,
5706,2019-05-01,,IA,,,,,,,,,,,64,,,,,,,,14,90,,76,37,
5707,2019-06-01,,IA,,,,,,,,,,,99,,,,,,,,0,99,,92,30,
5708,2019-07-01,,IA,,,,,,,,,,,89,,,,,,,,40,100,,68,36,
5709,2019-08-01,,IA,,,,,,,,,,,100,,,,,,,,15,98,,76,37,
5710,2019-09-01,,IA,,,,,,,,,,,64,,,,,,,,33,85,,68,32,
5711,2019-10-01,,IA,,,,,,,,,,,77,,,,,,,,19,87,,77,36,
5712,2019-11-01,,IA,,,,,,,,,,,60,,,,,,,,25,88,,75,32,
5713,2019-12-01,,IA,,,,,,,,,,,61,,,,,,,,45,91,,86,56,
5714,2020-01-01,,IA,,,,,,,,,,,79,,,,,,,,36,88,,100,60,
5715,2008-01-01,,KS,,,,,,,,,,,55,,,,,,,,83,4,,0,34,
5716,2008-02-01,,KS,,,,,,,,,,,33,,,,,,,,0,8,,0,14,
5717,2008-03-01,,KS,,,,,,,,,,,22,,,,,,,,41,5,,0,22,
5718,2008-04-01,,KS,,,,,,,,,,,21,,,,,,,,0,7,,8,17,
5719,2008-05-01,,KS,,,,,,,,,,,44,,,,,,,,85,8,,0,17,
5720,2008-06-01,,KS,,,,,,,,,,,18,,,,,,,,47,13,,0,20,
5721,2008-07-01,,KS,,,,,,,,,,,29,,,,,,,,0,11,,0,32,
5722,2008-08-01,,KS,,,,,,,,,,,23,,,,,,,,0,14,,0,28,
5723,2008-09-01,,KS,,,,,,,,,,,26,,,,,,,,40,16,,8,28,
5724,2008-10-01,,KS,,,,,,,,,,,38,,,,,,,,37,20,,0,38,
5725,2008-11-01,,KS,,,,,,,,,,,36,,,,,,,,40,19,,0,44,
5726,2008-12-01,,KS,,,,,,,,,,,35,,,,,,,,77,24,,0,59,
5727,2009-01-01,,KS,,,,,,,,,,,38,,,,,,,,74,19,,0,65,
5728,2009-02-01,,KS,,,,,,,,,,,45,,,,,,,,0,21,,0,69,
5729,2009-03-01,,KS,,,,,,,,,,,23,,,,,,,,0,23,,7,63,
5730,2009-04-01,,KS,,,,,,,,,,,32,,,,,,,,0,25,,0,68,
5731,2009-05-01,,KS,,,,,,,,,,,24,,,,,,,,0,29,,0,84,
5732,2009-06-01,,KS,,,,,,,,,,,41,,,,,,,,0,36,,0,83,
5733,2009-07-01,,KS,,,,,,,,,,,40,,,,,,,,39,26,,8,65,
5734,2009-08-01,,KS,,,,,,,,,,,19,,,,,,,,37,25,,0,65,
5735,2009-09-01,,KS,,,,,,,,,,,23,,,,,,,,36,27,,0,59,
5736,2009-10-01,,KS,,,,,,,,,,,26,,,,,,,,0,25,,7,54,
5737,2009-11-01,,KS,,,,,,,,,,,49,,,,,,,,0,22,,0,69,
5738,2009-12-01,,KS,,,,,,,,,,,39,,,,,,,,100,29,,0,52,
5739,2010-01-01,,KS,,,,,,,,,,,58,,,,,,,,0,32,,7,74,
5740,2010-02-01,,KS,,,,,,,,,,,64,,,,,,,,33,29,,0,73,
5741,2010-03-01,,KS,,,,,,,,,,,40,,,,,,,,61,31,,6,61,
5742,2010-04-01,,KS,,,,,,,,,,,46,,,,,,,,0,26,,7,68,
5743,2010-05-01,,KS,,,,,,,,,,,18,,,,,,,,34,33,,0,71,
5744,2010-06-01,,KS,,,,,,,,,,,42,,,,,,,,36,35,,0,64,
5745,2010-07-01,,KS,,,,,,,,,,,31,,,,,,,,0,34,,0,100,
5746,2010-08-01,,KS,,,,,,,,,,,71,,,,,,,,32,36,,0,77,
5747,2010-09-01,,KS,,,,,,,,,,,45,,,,,,,,0,42,,7,58,
5748,2010-10-01,,KS,,,,,,,,,,,48,,,,,,,,0,40,,0,52,
5749,2010-11-01,,KS,,,,,,,,,,,52,,,,,,,,60,43,,0,61,
5750,2010-12-01,,KS,,,,,,,,,,,47,,,,,,,,30,32,,0,80,
5751,2019-02-01,,KS,,,,,,,,,,,52,,,,,,,,42,75,,77,16,
5752,2019-03-01,,KS,,,,,,,,,,,67,,,,,,,,32,74,,73,13,
5753,2019-04-01,,KS,,,,,,,,,,,47,,,,,,,,8,79,,49,15,
5754,2019-05-01,,KS,,,,,,,,,,,57,,,,,,,,25,85,,73,16,
5755,2019-06-01,,KS,,,,,,,,,,,79,,,,,,,,27,95,,92,16,
5756,2019-07-01,,KS,,,,,,,,,,,81,,,,,,,,44,100,,82,14,
5757,2019-08-01,,KS,,,,,,,,,,,64,,,,,,,,16,90,,75,15,
5758,2019-09-01,,KS,,,,,,,,,,,51,,,,,,,,31,87,,86,18,
5759,2019-10-01,,KS,,,,,,,,,,,63,,,,,,,,23,87,,75,14,
5760,2019-11-01,,KS,,,,,,,,,,,60,,,,,,,,31,90,,100,13,
5761,2019-12-01,,KS,,,,,,,,,,,49,,,,,,,,54,94,,62,16,
5762,2020-01-01,,KS,,,,,,,,,,,70,,,,,,,,15,88,,97,21,
