date,unemployment,State
2016-02-14,66,PA
2016-02-21,74,PA
2016-02-28,61,PA
2016-03-06,66,PA
2016-03-13,60,PA
2016-03-20,60,PA
2016-03-27,64,PA
2016-04-03,61,PA
2016-04-10,67,PA
2016-04-17,62,PA
2016-04-24,65,PA
2016-05-01,54,PA
2016-05-08,55,PA
2016-05-15,57,PA
2016-05-22,51,PA
2016-05-29,57,PA
2016-06-05,50,PA
2016-06-12,48,PA
2016-06-19,62,PA
2016-06-26,73,PA
2016-07-03,67,PA
2016-07-10,60,PA
2016-07-17,64,PA
2016-07-24,64,PA
2016-07-31,73,PA
2016-08-07,48,PA
2016-08-14,66,PA
2016-08-21,55,PA
2016-08-28,63,PA
2016-09-04,57,PA
2016-09-11,47,PA
2016-09-18,36,PA
2016-09-25,47,PA
2016-10-02,54,PA
2016-10-09,64,PA
2016-10-16,52,PA
2016-10-23,53,PA
2016-10-30,50,PA
2016-11-06,54,PA
2016-11-13,54,PA
2016-11-20,63,PA
2016-11-27,82,PA
2016-12-04,72,PA
2016-12-11,77,PA
2016-12-18,86,PA
2016-12-25,72,PA
2017-01-01,88,PA
2017-01-08,96,PA
2017-01-15,95,PA
2017-01-22,94,PA
2017-01-29,82,PA
2017-02-05,69,PA
2017-02-12,74,PA
2017-02-19,62,PA
2017-02-26,61,PA
2017-03-05,60,PA
2017-03-12,65,PA
2017-03-19,65,PA
2017-03-26,61,PA
2017-04-02,65,PA
2017-04-09,67,PA
2017-04-16,69,PA
2017-04-23,61,PA
2017-04-30,63,PA
2017-05-07,62,PA
2017-05-14,53,PA
2017-05-21,56,PA
2017-05-28,53,PA
2017-06-04,56,PA
2017-06-11,59,PA
2017-06-18,58,PA
2017-06-25,72,PA
2017-07-02,60,PA
2017-07-09,62,PA
2017-07-16,58,PA
2017-07-23,55,PA
2017-07-30,68,PA
2017-08-06,53,PA
2017-08-13,53,PA
2017-08-20,63,PA
2017-08-27,52,PA
2017-09-03,49,PA
2017-09-10,49,PA
2017-09-17,52,PA
2017-09-24,50,PA
2017-10-01,53,PA
2017-10-08,56,PA
2017-10-15,52,PA
2017-10-22,57,PA
2017-10-29,61,PA
2017-11-05,52,PA
2017-11-12,67,PA
2017-11-19,55,PA
2017-11-26,67,PA
2017-12-03,59,PA
2017-12-10,68,PA
2017-12-17,73,PA
2017-12-24,82,PA
2017-12-31,85,PA
2018-01-07,93,PA
2018-01-14,99,PA
2018-01-21,94,PA
2018-01-28,76,PA
2018-02-04,62,PA
2018-02-11,65,PA
2018-02-18,76,PA
2018-02-25,63,PA
2018-03-04,63,PA
2018-03-11,51,PA
2018-03-18,61,PA
2018-03-25,59,PA
2018-04-01,58,PA
2018-04-08,56,PA
2018-04-15,67,PA
2018-04-22,61,PA
2018-04-29,48,PA
2018-05-06,53,PA
2018-05-13,46,PA
2018-05-20,50,PA
2018-05-27,48,PA
2018-06-03,59,PA
2018-06-10,64,PA
2018-06-17,57,PA
2018-06-24,62,PA
2018-07-01,55,PA
2018-07-08,65,PA
2018-07-15,70,PA
2018-07-22,44,PA
2018-07-29,52,PA
2018-08-05,51,PA
2018-08-12,47,PA
2018-08-19,50,PA
2018-08-26,52,PA
2018-09-02,56,PA
2018-09-09,39,PA
2018-09-16,42,PA
2018-09-23,45,PA
2018-09-30,45,PA
2018-10-07,46,PA
2018-10-14,47,PA
2018-10-21,43,PA
2018-10-28,53,PA
2018-11-04,63,PA
2018-11-11,60,PA
2018-11-18,62,PA
2018-11-25,57,PA
2018-12-02,62,PA
2018-12-09,61,PA
2018-12-16,66,PA
2018-12-23,68,PA
2018-12-30,76,PA
2015-01-04,100,RI
2015-01-11,71,RI
2015-01-18,59,RI
2015-01-25,71,RI
2015-02-01,56,RI
2015-02-08,50,RI
2015-02-15,57,RI
2015-02-22,47,RI
2015-03-01,37,RI
2015-03-08,44,RI
2015-03-15,64,RI
2015-03-22,49,RI
2015-03-29,40,RI
2015-04-05,54,RI
2015-04-12,20,RI
2015-04-19,81,RI
2015-04-26,74,RI
2015-05-03,51,RI
2015-05-10,73,RI
2015-05-17,48,RI
2015-05-24,55,RI
2015-05-31,62,RI
2015-06-07,32,RI
2015-06-14,43,RI
2015-06-21,48,RI
2015-06-28,60,RI
2015-07-05,69,RI
2015-07-12,42,RI
2015-07-19,43,RI
2015-07-26,47,RI
2015-08-02,33,RI
2015-08-09,53,RI
2015-08-16,37,RI
2015-08-23,32,RI
2015-08-30,31,RI
2015-09-06,49,RI
2015-09-13,32,RI
2015-09-20,33,RI
2015-09-27,31,RI
2015-10-04,18,RI
2015-10-11,66,RI
2015-10-18,27,RI
2015-10-25,4,RI
2015-11-01,30,RI
2015-11-08,31,RI
2015-11-15,49,RI
2015-11-22,44,RI
2015-11-29,34,RI
2015-12-06,47,RI
2015-12-13,39,RI
2015-12-20,64,RI
2015-12-27,65,RI
2016-01-03,39,RI
2016-01-10,88,RI
2016-01-17,77,RI
2016-01-24,50,RI
2016-01-31,52,RI
2016-02-07,35,RI
2016-02-14,62,RI
2016-02-21,65,RI
2016-02-28,56,RI
2016-03-06,44,RI
2016-03-13,60,RI
2016-03-20,54,RI
2016-03-27,33,RI
2016-04-03,31,RI
2016-04-10,65,RI
2016-04-17,25,RI
2016-04-24,52,RI
2016-05-01,36,RI
2016-05-08,35,RI
2016-05-15,30,RI
2016-05-22,13,RI
2016-05-29,32,RI
2016-06-05,26,RI
2016-06-12,23,RI
2016-06-19,37,RI
2016-06-26,41,RI
2016-07-03,60,RI
2016-07-10,50,RI
2016-07-17,23,RI
2016-07-24,71,RI
2016-07-31,36,RI
2016-08-07,32,RI
2016-08-14,29,RI
2016-08-21,47,RI
2016-08-28,35,RI
2016-09-04,25,RI
2016-09-11,28,RI
2016-09-18,27,RI
2016-09-25,47,RI
2016-10-02,35,RI
2016-10-09,20,RI
2016-10-16,15,RI
2016-10-23,57,RI
2016-10-30,27,RI
2016-11-06,38,RI
2016-11-13,65,RI
2016-11-20,29,RI
2016-11-27,43,RI
2016-12-04,42,RI
2016-12-11,39,RI
2016-12-18,39,RI
2016-12-25,50,RI
2017-01-01,52,RI
2017-01-08,64,RI
2017-01-15,53,RI
2017-01-22,44,RI
2017-01-29,39,RI
2017-02-05,26,RI
2017-02-12,35,RI
2017-02-19,68,RI
2017-02-26,53,RI
2017-03-05,48,RI
2017-03-12,33,RI
2017-03-19,43,RI
2017-03-26,45,RI
2017-04-02,26,RI
2017-04-09,28,RI
2017-04-16,11,RI
2017-04-23,20,RI
2017-04-30,30,RI
2017-05-07,34,RI
2017-05-14,37,RI
2017-05-21,30,RI
2017-05-28,19,RI
2017-06-04,33,RI
2017-06-11,26,RI
2017-06-18,22,RI
2017-06-25,39,RI
2017-07-02,49,RI
2017-07-09,46,RI
2017-07-16,42,RI
2017-07-23,44,RI
2017-07-30,32,RI
2017-08-06,31,RI
2017-08-13,49,RI
2017-08-20,28,RI
2017-08-27,43,RI
2017-09-03,23,RI
2017-09-10,32,RI
2017-09-17,22,RI
2017-09-24,19,RI
2017-10-01,23,RI
2017-10-08,55,RI
2017-10-15,45,RI
2017-10-22,51,RI
2017-10-29,34,RI
2017-11-05,30,RI
2017-11-12,52,RI
2017-11-19,15,RI
2017-11-26,34,RI
2017-12-03,37,RI
2017-12-10,24,RI
2017-12-17,49,RI
2017-12-24,91,RI
2017-12-31,38,RI
2018-01-07,82,RI
2018-01-14,75,RI
2018-01-21,55,RI
2018-01-28,67,RI
2018-02-04,72,RI
2018-02-11,61,RI
2018-02-18,43,RI
2018-02-25,30,RI
2018-03-04,50,RI
2018-03-11,18,RI
2018-03-18,37,RI
2018-03-25,32,RI
2018-04-01,47,RI
2018-04-08,27,RI
2018-04-15,36,RI
2018-04-22,37,RI
2018-04-29,34,RI
2018-05-06,17,RI
2018-05-13,35,RI
2018-05-20,0,RI
2018-05-27,15,RI
2018-06-03,33,RI
2018-06-10,25,RI
2018-06-17,38,RI
2018-06-24,23,RI
2018-07-01,43,RI
2018-07-08,37,RI
2018-07-15,23,RI
2018-07-22,44,RI
2018-07-29,26,RI
2018-08-05,19,RI
2018-08-12,30,RI
2018-08-19,46,RI
2018-08-26,26,RI
2018-09-02,28,RI
2018-09-09,52,RI
2018-09-16,35,RI
2018-09-23,35,RI
2018-09-30,25,RI
2018-10-07,36,RI
2018-10-14,32,RI
2018-10-21,52,RI
2018-10-28,29,RI
2018-11-04,48,RI
2018-11-11,43,RI
2018-11-18,34,RI
2018-11-25,29,RI
2018-12-02,26,RI
2018-12-09,40,RI
2018-12-16,43,RI
2018-12-23,29,RI
2018-12-30,59,RI
2015-01-04,71,SC
2015-01-11,77,SC
2015-01-18,78,SC
2015-01-25,43,SC
2015-02-01,67,SC
2015-02-08,42,SC
2015-02-15,50,SC
2015-02-22,58,SC
2015-03-01,42,SC
2015-03-08,69,SC
2015-03-15,61,SC
2015-03-22,68,SC
2015-03-29,34,SC
2015-04-05,72,SC
2015-04-12,65,SC
2015-04-19,49,SC
2015-04-26,39,SC
2015-05-03,55,SC
2015-05-10,59,SC
2015-05-17,75,SC
2015-05-24,55,SC
2015-05-31,44,SC
2015-06-07,27,SC
2015-06-14,58,SC
2015-06-21,84,SC
2015-06-28,68,SC
2015-07-05,79,SC
2015-07-12,86,SC
2015-07-19,76,SC
2015-07-26,100,SC
2015-08-02,94,SC
2015-08-09,72,SC
2015-08-16,86,SC
2015-08-23,59,SC
2015-08-30,58,SC
2015-09-06,58,SC
2015-09-13,64,SC
2015-09-20,46,SC
2015-09-27,68,SC
2015-10-04,68,SC
2015-10-11,69,SC
2015-10-18,52,SC
2015-10-25,39,SC
2015-11-01,60,SC
2015-11-08,58,SC
2015-11-15,69,SC
2015-11-22,50,SC
2015-11-29,59,SC
2015-12-06,64,SC
2015-12-13,37,SC
2015-12-20,22,SC
2015-12-27,64,SC
2016-01-03,53,SC
2016-01-10,49,SC
2016-01-17,43,SC
2016-01-24,47,SC
2016-01-31,64,SC
2016-02-07,41,SC
2016-02-14,51,SC
2016-02-21,62,SC
2016-02-28,43,SC
2016-03-06,56,SC
2016-03-13,30,SC
2016-03-20,56,SC
2016-03-27,41,SC
2016-04-03,49,SC
2016-04-10,45,SC
2016-04-17,39,SC
2016-04-24,32,SC
2016-05-01,44,SC
2016-05-08,54,SC
2016-05-15,44,SC
2016-05-22,44,SC
2016-05-29,44,SC
2016-06-05,26,SC
2016-06-12,50,SC
2016-06-19,36,SC
2016-06-26,55,SC
2016-07-03,36,SC
2016-07-10,45,SC
2016-07-17,51,SC
2016-07-24,33,SC
2016-07-31,38,SC
2016-08-07,42,SC
2016-08-14,47,SC
2016-08-21,59,SC
2016-08-28,46,SC
2016-09-04,31,SC
2016-09-11,44,SC
2016-09-18,37,SC
2016-09-25,37,SC
2016-10-02,39,SC
2016-10-09,33,SC
2016-10-16,49,SC
2016-10-23,53,SC
2016-10-30,54,SC
2016-11-06,50,SC
2016-11-13,46,SC
2016-11-20,45,SC
2016-11-27,45,SC
2016-12-04,44,SC
2016-12-11,51,SC
2016-12-18,40,SC
2016-12-25,53,SC
2017-01-01,44,SC
2017-01-08,49,SC
2017-01-15,63,SC
2017-01-22,72,SC
2017-01-29,50,SC
2017-02-05,40,SC
2017-02-12,40,SC
2017-02-19,42,SC
2017-02-26,35,SC
2017-03-05,38,SC
2017-03-12,35,SC
2017-03-19,31,SC
2017-03-26,29,SC
2017-04-02,39,SC
2017-04-09,31,SC
2017-04-16,36,SC
2017-04-23,24,SC
2017-04-30,64,SC
2017-05-07,49,SC
2017-05-14,53,SC
2017-05-21,28,SC
2017-05-28,36,SC
2017-06-04,52,SC
2017-06-11,40,SC
2017-06-18,47,SC
2017-06-25,45,SC
2017-07-02,56,SC
2017-07-09,64,SC
2017-07-16,48,SC
2017-07-23,41,SC
2017-07-30,67,SC
2017-08-06,52,SC
2017-08-13,42,SC
2017-08-20,34,SC
2017-08-27,41,SC
2017-09-03,41,SC
2017-09-10,44,SC
2017-09-17,36,SC
2017-09-24,53,SC
2017-10-01,50,SC
2017-10-08,49,SC
2017-10-15,53,SC
2017-10-22,60,SC
2017-10-29,66,SC
2017-11-05,46,SC
2017-11-12,49,SC
2017-11-19,36,SC
2017-11-26,49,SC
2017-12-03,62,SC
2017-12-10,39,SC
2017-12-17,66,SC
2017-12-24,47,SC
2017-12-31,58,SC
2018-01-07,73,SC
2018-01-14,57,SC
2018-01-21,62,SC
2018-01-28,60,SC
2018-02-04,43,SC
2018-02-11,40,SC
2018-02-18,49,SC
2018-02-25,53,SC
2018-03-04,41,SC
2018-03-11,35,SC
2018-03-18,40,SC
2018-03-25,45,SC
2018-04-01,44,SC
2018-04-08,66,SC
2018-04-15,38,SC
2018-04-22,42,SC
2018-04-29,35,SC
2018-05-06,50,SC
2018-05-13,59,SC
2018-05-20,58,SC
2018-05-27,54,SC
2018-06-03,21,SC
2018-06-10,44,SC
2018-06-17,47,SC
2018-06-24,67,SC
2018-07-01,35,SC
2018-07-08,72,SC
2018-07-15,35,SC
2018-07-22,40,SC
2018-07-29,31,SC
2018-08-05,48,SC
2018-08-12,51,SC
2018-08-19,53,SC
2018-08-26,36,SC
2018-09-02,38,SC
2018-09-09,32,SC
2018-09-16,46,SC
2018-09-23,51,SC
2018-09-30,50,SC
2018-10-07,56,SC
2018-10-14,58,SC
2018-10-21,48,SC
2018-10-28,44,SC
2018-11-04,45,SC
2018-11-11,48,SC
2018-11-18,50,SC
2018-11-25,51,SC
2018-12-02,55,SC
2018-12-09,41,SC
2018-12-16,39,SC
2018-12-23,36,SC
2018-12-30,62,SC
2015-01-04,20,SD
2015-01-11,61,SD
2015-01-18,100,SD
2015-01-25,40,SD
2015-02-01,38,SD
2015-02-08,19,SD
2015-02-15,49,SD
2015-02-22,39,SD
2015-03-01,30,SD
2015-03-08,67,SD
2015-03-15,21,SD
2015-03-22,0,SD
2015-03-29,33,SD
2015-04-05,33,SD
2015-04-12,33,SD
2015-04-19,22,SD
2015-04-26,68,SD
2015-05-03,34,SD
2015-05-10,0,SD
2015-05-17,13,SD
2015-05-24,26,SD
2015-05-31,13,SD
2015-06-07,54,SD
2015-06-14,39,SD
2015-06-21,80,SD
2015-06-28,41,SD
2015-07-05,39,SD
2015-07-12,26,SD
2015-07-19,13,SD
2015-07-26,25,SD
2015-08-02,25,SD
2015-08-09,25,SD
2015-08-16,0,SD
2015-08-23,12,SD
2015-08-30,11,SD
2015-09-06,23,SD
2015-09-13,21,SD
2015-09-20,21,SD
2015-09-27,21,SD
2015-10-04,32,SD
2015-10-11,32,SD
2015-10-18,41,SD
2015-10-25,51,SD
2015-11-01,10,SD
2015-11-08,10,SD
2015-11-15,19,SD
2015-11-22,54,SD
2015-11-29,55,SD
2015-12-06,0,SD
2015-12-13,39,SD
2015-12-20,12,SD
2015-12-27,11,SD
2016-01-03,55,SD
2016-01-10,48,SD
2016-01-17,22,SD
2016-01-24,60,SD
2016-01-31,41,SD
2016-02-07,42,SD
2016-02-14,34,SD
2016-02-21,25,SD
2016-02-28,24,SD
2016-03-06,27,SD
2016-03-13,8,SD
2016-03-20,75,SD
2016-03-27,33,SD
2016-04-03,16,SD
2016-04-10,0,SD
2016-04-17,33,SD
2016-04-24,0,SD
2016-05-01,17,SD
2016-05-08,26,SD
2016-05-15,9,SD
2016-05-22,19,SD
2016-05-29,29,SD
2016-06-05,9,SD
2016-06-12,37,SD
2016-06-19,19,SD
2016-06-26,0,SD
2016-07-03,20,SD
2016-07-10,47,SD
2016-07-17,9,SD
2016-07-24,19,SD
2016-07-31,0,SD
2016-08-07,37,SD
2016-08-14,10,SD
2016-08-21,9,SD
2016-08-28,42,SD
2016-09-04,0,SD
2016-09-11,24,SD
2016-09-18,16,SD
2016-09-25,17,SD
2016-10-02,24,SD
2016-10-09,25,SD
2016-10-16,24,SD
2016-10-23,33,SD
2016-10-30,16,SD
2016-11-06,16,SD
2016-11-13,32,SD
2016-11-20,58,SD
2016-11-27,67,SD
2016-12-04,36,SD
2016-12-11,30,SD
2016-12-18,8,SD
2016-12-25,9,SD
2017-01-01,47,SD
2017-01-08,29,SD
2017-01-15,44,SD
2017-01-22,36,SD
2017-01-29,37,SD
2017-02-05,58,SD
2017-02-12,22,SD
2017-02-19,7,SD
2017-02-26,7,SD
2017-03-05,7,SD
2017-03-12,14,SD
2017-03-19,36,SD
2017-03-26,37,SD
2017-04-02,22,SD
2017-04-09,30,SD
2017-04-16,30,SD
2017-04-23,37,SD
2017-04-30,8,SD
2017-05-07,32,SD
2017-05-14,32,SD
2017-05-21,8,SD
2017-05-28,37,SD
2017-06-04,26,SD
2017-06-11,16,SD
2017-06-18,33,SD
2017-06-25,17,SD
2017-07-02,0,SD
2017-07-09,0,SD
2017-07-16,16,SD
2017-07-23,17,SD
2017-07-30,24,SD
2017-08-06,0,SD
2017-08-13,16,SD
2017-08-20,8,SD
2017-08-27,38,SD
2017-09-03,15,SD
2017-09-10,14,SD
2017-09-17,14,SD
2017-09-24,7,SD
2017-10-01,22,SD
2017-10-08,37,SD
2017-10-15,0,SD
2017-10-22,36,SD
2017-10-29,14,SD
2017-11-05,21,SD
2017-11-12,14,SD
2017-11-19,0,SD
2017-11-26,21,SD
2017-12-03,27,SD
2017-12-10,14,SD
2017-12-17,15,SD
2017-12-24,16,SD
2017-12-31,29,SD
2018-01-07,41,SD
2018-01-14,21,SD
2018-01-21,47,SD
2018-01-28,20,SD
2018-02-04,7,SD
2018-02-11,35,SD
2018-02-18,27,SD
2018-02-25,13,SD
2018-03-04,14,SD
2018-03-11,34,SD
2018-03-18,53,SD
2018-03-25,14,SD
2018-04-01,28,SD
2018-04-08,13,SD
2018-04-15,28,SD
2018-04-22,7,SD
2018-04-29,7,SD
2018-05-06,0,SD
2018-05-13,22,SD
2018-05-20,8,SD
2018-05-27,8,SD
2018-06-03,16,SD
2018-06-10,15,SD
2018-06-17,23,SD
2018-06-24,8,SD
2018-07-01,8,SD
2018-07-08,15,SD
2018-07-15,8,SD
2018-07-22,23,SD
2018-07-29,15,SD
2018-08-05,15,SD
2018-08-12,8,SD
2018-08-19,15,SD
2018-08-26,21,SD
2018-09-02,0,SD
2018-09-09,21,SD
2018-09-16,28,SD
2018-09-23,21,SD
2018-09-30,14,SD
2018-10-07,0,SD
2018-10-14,36,SD
2018-10-21,22,SD
2018-10-28,22,SD
2018-11-04,7,SD
2018-11-11,22,SD
2018-11-18,22,SD
2018-11-25,27,SD
2018-12-02,21,SD
2018-12-09,36,SD
2018-12-16,45,SD
2018-12-23,0,SD
2018-12-30,31,SD
2015-01-04,84,TN
2015-01-11,100,TN
2015-01-18,64,TN
2015-01-25,71,TN
2015-02-01,68,TN
2015-02-08,70,TN
2015-02-15,63,TN
2015-02-22,47,TN
2015-03-01,50,TN
2015-03-08,62,TN
2015-03-15,57,TN
2015-03-22,52,TN
2015-03-29,64,TN
2015-04-05,61,TN
2015-04-12,51,TN
2015-04-19,40,TN
2015-04-26,51,TN
2015-05-03,49,TN
2015-05-10,62,TN
2015-05-17,67,TN
2015-05-24,68,TN
2015-05-31,57,TN
2015-06-07,63,TN
2015-06-14,62,TN
2015-06-21,56,TN
2015-06-28,59,TN
2015-07-05,38,TN
2015-07-12,57,TN
2015-07-19,67,TN
2015-07-26,35,TN
2015-08-02,44,TN
2015-08-09,47,TN
2015-08-16,60,TN
2015-08-23,41,TN
2015-08-30,44,TN
2015-09-06,37,TN
2015-09-13,37,TN
2015-09-20,69,TN
2015-09-27,31,TN
2015-10-04,51,TN
2015-10-11,69,TN
2015-10-18,69,TN
2015-10-25,36,TN
2015-11-01,58,TN
2015-11-08,68,TN
2015-11-15,65,TN
2015-11-22,55,TN
2015-11-29,39,TN
2015-12-06,75,TN
2015-12-13,79,TN
2015-12-20,62,TN
2015-12-27,74,TN
2016-01-03,95,TN
2016-01-10,84,TN
2016-01-17,72,TN
2016-01-24,80,TN
2016-01-31,75,TN
2016-02-07,78,TN
2016-02-14,57,TN
2016-02-21,68,TN
2016-02-28,68,TN
2016-03-06,60,TN
2016-03-13,65,TN
2016-03-20,69,TN
2016-03-27,48,TN
2016-04-03,53,TN
2016-04-10,58,TN
2016-04-17,56,TN
2016-04-24,44,TN
2016-05-01,65,TN
2016-05-08,49,TN
2016-05-15,74,TN
2016-05-22,61,TN
2016-05-29,39,TN
2016-06-05,57,TN
2016-06-12,43,TN
2016-06-19,42,TN
2016-06-26,42,TN
2016-07-03,41,TN
2016-07-10,57,TN
2016-07-17,45,TN
2016-07-24,50,TN
2016-07-31,49,TN
2016-08-07,39,TN
2016-08-14,37,TN
2016-08-21,39,TN
2016-08-28,38,TN
2016-09-04,39,TN
2016-09-11,49,TN
2016-09-18,40,TN
2016-09-25,38,TN
2016-10-02,58,TN
2016-10-09,42,TN
2016-10-16,61,TN
2016-10-23,43,TN
2016-10-30,43,TN
2016-11-06,46,TN
2016-11-13,45,TN
2016-11-20,34,TN
2016-11-27,50,TN
2016-12-04,67,TN
2016-12-11,56,TN
2016-12-18,37,TN
2016-12-25,61,TN
2017-01-01,46,TN
2017-01-08,62,TN
2017-01-15,76,TN
2017-01-22,63,TN
2017-01-29,68,TN
2017-02-05,57,TN
2017-02-12,29,TN
2017-02-19,33,TN
2017-02-26,53,TN
2017-03-05,20,TN
2017-03-12,34,TN
2017-03-19,33,TN
2017-03-26,49,TN
2017-04-02,35,TN
2017-04-09,42,TN
2017-04-16,45,TN
2017-04-23,29,TN
2017-04-30,47,TN
2017-05-07,35,TN
2017-05-14,39,TN
2017-05-21,37,TN
2017-05-28,42,TN
2017-06-04,39,TN
2017-06-11,50,TN
2017-06-18,47,TN
2017-06-25,63,TN
2017-07-02,37,TN
2017-07-09,37,TN
2017-07-16,44,TN
2017-07-23,39,TN
2017-07-30,48,TN
2017-08-06,35,TN
2017-08-13,49,TN
2017-08-20,33,TN
2017-08-27,34,TN
2017-09-03,31,TN
2017-09-10,41,TN
2017-09-17,31,TN
2017-09-24,42,TN
2017-10-01,44,TN
2017-10-08,44,TN
2017-10-15,30,TN
2017-10-22,26,TN
2017-10-29,58,TN
2017-11-05,44,TN
2017-11-12,55,TN
2017-11-19,29,TN
2017-11-26,64,TN
2017-12-03,62,TN
2017-12-10,47,TN
2017-12-17,66,TN
2017-12-24,54,TN
2017-12-31,58,TN
2018-01-07,60,TN
2018-01-14,44,TN
2018-01-21,58,TN
2018-01-28,83,TN
2018-02-04,48,TN
2018-02-11,41,TN
2018-02-18,37,TN
2018-02-25,42,TN
2018-03-04,40,TN
2018-03-11,38,TN
2018-03-18,46,TN
2018-03-25,31,TN
2018-04-01,47,TN
2018-04-08,47,TN
2018-04-15,45,TN
2018-04-22,33,TN
2018-04-29,53,TN
2018-05-06,40,TN
2018-05-13,49,TN
2018-05-20,29,TN
2018-05-27,44,TN
2018-06-03,56,TN
2018-06-10,41,TN
2018-06-17,51,TN
2018-06-24,35,TN
2018-07-01,39,TN
2018-07-08,55,TN
2018-07-15,34,TN
2018-07-22,42,TN
2018-07-29,37,TN
2018-08-05,40,TN
2018-08-12,31,TN
2018-08-19,33,TN
2018-08-26,45,TN
2018-09-02,36,TN
2018-09-09,30,TN
2018-09-16,28,TN
2018-09-23,39,TN
2018-09-30,49,TN
2018-10-07,56,TN
2018-10-14,38,TN
2018-10-21,36,TN
2018-10-28,40,TN
2018-11-04,42,TN
2018-11-11,23,TN
2018-11-18,32,TN
2018-11-25,37,TN
2018-12-02,37,TN
2018-12-09,30,TN
2018-12-16,36,TN
2018-12-23,42,TN
2018-12-30,43,TN
2015-01-04,64,TX
2015-01-11,59,TX
2015-01-18,61,TX
2015-01-25,57,TX
2015-02-01,54,TX
2015-02-08,53,TX
2015-02-15,66,TX
2015-02-22,47,TX
2015-03-01,53,TX
2015-03-08,50,TX
2015-03-15,61,TX
2015-03-22,53,TX
2015-03-29,53,TX
2015-04-05,49,TX
2015-04-12,60,TX
2015-04-19,58,TX
2015-04-26,56,TX
2015-05-03,51,TX
2015-05-10,57,TX
2015-05-17,55,TX
2015-05-24,54,TX
2015-05-31,55,TX
2015-06-07,63,TX
2015-06-14,53,TX
2015-06-21,62,TX
2015-06-28,58,TX
2015-07-05,70,TX
2015-07-12,63,TX
2015-07-19,55,TX
2015-07-26,61,TX
2015-08-02,57,TX
2015-08-09,59,TX
2015-08-16,53,TX
2015-08-23,53,TX
2015-08-30,53,TX
2015-09-06,54,TX
2015-09-13,53,TX
2015-09-20,52,TX
2015-09-27,60,TX
2015-10-04,54,TX
2015-10-11,61,TX
2015-10-18,54,TX
2015-10-25,62,TX
2015-11-01,55,TX
2015-11-08,58,TX
2015-11-15,61,TX
2015-11-22,43,TX
2015-11-29,65,TX
2015-12-06,60,TX
2015-12-13,51,TX
2015-12-20,48,TX
2015-12-27,46,TX
2016-01-03,63,TX
2016-01-10,61,TX
2016-01-17,58,TX
2016-01-24,70,TX
2016-01-31,60,TX
2016-02-07,51,TX
2016-02-14,58,TX
2016-02-21,63,TX
2016-02-28,54,TX
2016-03-06,56,TX
2016-03-13,49,TX
2016-03-20,47,TX
2016-03-27,56,TX
2016-04-03,55,TX
2016-04-10,57,TX
2016-04-17,58,TX
2016-04-24,52,TX
2016-05-01,49,TX
2016-05-08,56,TX
2016-05-15,63,TX
2016-05-22,47,TX
2016-05-29,49,TX
2016-06-05,52,TX
2016-06-12,51,TX
2016-06-19,55,TX
2016-06-26,54,TX
2016-07-03,49,TX
2016-07-10,54,TX
2016-07-17,55,TX
2016-07-24,55,TX
2016-07-31,56,TX
2016-08-07,53,TX
2016-08-14,51,TX
2016-08-21,48,TX
2016-08-28,57,TX
2016-09-04,48,TX
2016-09-11,45,TX
2016-09-18,47,TX
2016-09-25,56,TX
2016-10-02,47,TX
2016-10-09,52,TX
2016-10-16,53,TX
2016-10-23,47,TX
2016-10-30,52,TX
2016-11-06,48,TX
2016-11-13,49,TX
2016-11-20,41,TX
2016-11-27,55,TX
2016-12-04,48,TX
2016-12-11,44,TX
2016-12-18,42,TX
2016-12-25,45,TX
2017-01-01,54,TX
2017-01-08,51,TX
2017-01-15,57,TX
2017-01-22,51,TX
2017-01-29,45,TX
2017-02-05,45,TX
2017-02-12,42,TX
2017-02-19,46,TX
2017-02-26,46,TX
2017-03-05,45,TX
2017-03-12,40,TX
2017-03-19,36,TX
2017-03-26,43,TX
2017-04-02,45,TX
2017-04-09,44,TX
2017-04-16,45,TX
2017-04-23,43,TX
2017-04-30,50,TX
2017-05-07,42,TX
2017-05-14,42,TX
2017-05-21,46,TX
2017-05-28,42,TX
2017-06-04,38,TX
2017-06-11,46,TX
2017-06-18,48,TX
2017-06-25,46,TX
2017-07-02,48,TX
2017-07-09,40,TX
2017-07-16,49,TX
2017-07-23,48,TX
2017-07-30,43,TX
2017-08-06,39,TX
2017-08-13,37,TX
2017-08-20,38,TX
2017-08-27,100,TX
2017-09-03,80,TX
2017-09-10,60,TX
2017-09-17,50,TX
2017-09-24,53,TX
2017-10-01,47,TX
2017-10-08,48,TX
2017-10-15,39,TX
2017-10-22,36,TX
2017-10-29,42,TX
2017-11-05,48,TX
2017-11-12,40,TX
2017-11-19,32,TX
2017-11-26,45,TX
2017-12-03,48,TX
2017-12-10,48,TX
2017-12-17,43,TX
2017-12-24,38,TX
2017-12-31,50,TX
2018-01-07,50,TX
2018-01-14,49,TX
2018-01-21,51,TX
2018-01-28,52,TX
2018-02-04,52,TX
2018-02-11,43,TX
2018-02-18,41,TX
2018-02-25,38,TX
2018-03-04,43,TX
2018-03-11,33,TX
2018-03-18,36,TX
2018-03-25,39,TX
2018-04-01,40,TX
2018-04-08,38,TX
2018-04-15,47,TX
2018-04-22,39,TX
2018-04-29,45,TX
2018-05-06,40,TX
2018-05-13,42,TX
2018-05-20,34,TX
2018-05-27,36,TX
