date,lottery,isPartial,State
2017-12-01,37,False,CO
2018-01-01,45,False,CO
2018-02-01,37,False,CO
2018-03-01,44,False,CO
2018-04-01,35,False,CO
2018-05-01,36,False,CO
2018-06-01,32,False,CO
2018-07-01,41,False,CO
2018-08-01,34,False,CO
2018-09-01,34,False,CO
2018-10-01,82,False,CO
2018-11-01,34,False,CO
2018-12-01,36,False,CO
2019-01-01,30,False,CO
2011-01-01,43,False,CT
2011-02-01,26,False,CT
2011-03-01,36,False,CT
2011-04-01,32,False,CT
2011-05-01,30,False,CT
2011-06-01,31,False,CT
2011-07-01,39,False,CT
2011-08-01,34,False,CT
2011-09-01,32,False,CT
2011-10-01,34,False,CT
2011-11-01,37,False,CT
2011-12-01,40,False,CT
2012-01-01,41,False,CT
2012-02-01,46,False,CT
2012-03-01,65,False,CT
2012-04-01,44,False,CT
2012-05-01,38,False,CT
2012-06-01,36,False,CT
2012-07-01,43,False,CT
2012-08-01,41,False,CT
2012-09-01,42,False,CT
2012-10-01,38,False,CT
2012-11-01,51,False,CT
2012-12-01,63,False,CT
2013-01-01,61,False,CT
2013-02-01,43,False,CT
2013-03-01,48,False,CT
2013-04-01,41,False,CT
2013-05-01,62,False,CT
2013-06-01,44,False,CT
2013-07-01,47,False,CT
2013-08-01,48,False,CT
2013-09-01,53,False,CT
2013-10-01,41,False,CT
2013-11-01,41,False,CT
2013-12-01,55,False,CT
2014-01-01,42,False,CT
2014-02-01,44,False,CT
2014-03-01,45,False,CT
2014-04-01,41,False,CT
2014-05-01,36,False,CT
2014-06-01,40,False,CT
2014-07-01,44,False,CT
2014-08-01,43,False,CT
2014-09-01,39,False,CT
2014-10-01,37,False,CT
2014-11-01,38,False,CT
2014-12-01,40,False,CT
2015-01-01,46,False,CT
2015-02-01,45,False,CT
2015-03-01,38,False,CT
2015-04-01,38,False,CT
2015-05-01,40,False,CT
2015-06-01,36,False,CT
2015-07-01,47,False,CT
2015-08-01,42,False,CT
2015-09-01,44,False,CT
2015-10-01,46,False,CT
2015-11-01,40,False,CT
2015-12-01,47,False,CT
2016-01-01,100,False,CT
2016-02-01,59,False,CT
2016-03-01,57,False,CT
2016-04-01,63,False,CT
2016-05-01,58,False,CT
2016-06-01,59,False,CT
2016-07-01,69,False,CT
2016-08-01,61,False,CT
2016-09-01,56,False,CT
2016-10-01,53,False,CT
2016-11-01,55,False,CT
2016-12-01,58,False,CT
2017-01-01,61,False,CT
2017-02-01,63,False,CT
2017-03-01,64,False,CT
2017-04-01,63,False,CT
2017-05-01,67,False,CT
2017-06-01,72,False,CT
2017-07-01,76,False,CT
2017-08-01,93,False,CT
2017-09-01,66,False,CT
2017-10-01,64,False,CT
2017-11-01,65,False,CT
2017-12-01,77,False,CT
2018-01-01,82,False,CT
2018-02-01,69,False,CT
2018-03-01,80,False,CT
2018-04-01,75,False,CT
2018-05-01,75,False,CT
2018-06-01,71,False,CT
2018-07-01,79,False,CT
2018-08-01,77,False,CT
2018-09-01,71,False,CT
2018-10-01,94,False,CT
2018-11-01,72,False,CT
2018-12-01,77,False,CT
2019-01-01,75,False,CT
2011-01-01,48,False,DC
2011-02-01,36,False,DC
2011-03-01,39,False,DC
2011-04-01,33,False,DC
2011-05-01,41,False,DC
2011-06-01,39,False,DC
2011-07-01,41,False,DC
2011-08-01,42,False,DC
2011-09-01,42,False,DC
2011-10-01,44,False,DC
2011-11-01,51,False,DC
2011-12-01,60,False,DC
2012-01-01,53,False,DC
2012-02-01,56,False,DC
2012-03-01,96,False,DC
2012-04-01,70,False,DC
2012-05-01,65,False,DC
2012-06-01,69,False,DC
2012-07-01,66,False,DC
2012-08-01,76,False,DC
2012-09-01,65,False,DC
2012-10-01,65,False,DC
2012-11-01,68,False,DC
2012-12-01,58,False,DC
2013-01-01,46,False,DC
2013-02-01,60,False,DC
2013-03-01,78,False,DC
2013-04-01,77,False,DC
2013-05-01,89,False,DC
2013-06-01,60,False,DC
2013-07-01,29,False,DC
2013-08-01,29,False,DC
2013-09-01,60,False,DC
2013-10-01,44,False,DC
2013-11-01,43,False,DC
2013-12-01,52,False,DC
2014-01-01,52,False,DC
2014-02-01,55,False,DC
2014-03-01,67,False,DC
2014-04-01,59,False,DC
2014-05-01,44,False,DC
2014-06-01,27,False,DC
2014-07-01,45,False,DC
2014-08-01,54,False,DC
2014-09-01,58,False,DC
2014-10-01,54,False,DC
2014-11-01,53,False,DC
2014-12-01,59,False,DC
2015-01-01,57,False,DC
2015-02-01,60,False,DC
2015-03-01,49,False,DC
2015-04-01,50,False,DC
2015-05-01,49,False,DC
2015-06-01,53,False,DC
2015-07-01,84,False,DC
2015-08-01,89,False,DC
2015-09-01,84,False,DC
2015-10-01,84,False,DC
2015-11-01,75,False,DC
2015-12-01,84,False,DC
2016-01-01,100,False,DC
2016-02-01,59,False,DC
2016-03-01,62,False,DC
2016-04-01,58,False,DC
2016-05-01,59,False,DC
2016-06-01,63,False,DC
2016-07-01,73,False,DC
2016-08-01,67,False,DC
2016-09-01,61,False,DC
2016-10-01,62,False,DC
2016-11-01,53,False,DC
2016-12-01,64,False,DC
2017-01-01,62,False,DC
2017-02-01,66,False,DC
2017-03-01,61,False,DC
2017-04-01,58,False,DC
2017-05-01,65,False,DC
2017-06-01,67,False,DC
2017-07-01,63,False,DC
2017-08-01,78,False,DC
2017-09-01,62,False,DC
2017-10-01,63,False,DC
2017-11-01,64,False,DC
2017-12-01,90,False,DC
2018-01-01,82,False,DC
2018-02-01,68,False,DC
2018-03-01,74,False,DC
2018-04-01,69,False,DC
2018-05-01,73,False,DC
2018-06-01,80,False,DC
2018-07-01,79,False,DC
2018-08-01,92,False,DC
2018-09-01,76,False,DC
2018-10-01,91,False,DC
2018-11-01,74,False,DC
2018-12-01,89,False,DC
2019-01-01,84,False,DC
2011-01-01,45,False,DE
2011-02-01,33,False,DE
2011-03-01,29,False,DE
2011-04-01,36,False,DE
2011-05-01,28,False,DE
2011-06-01,30,False,DE
2011-07-01,27,False,DE
2011-08-01,33,False,DE
2011-09-01,29,False,DE
2011-10-01,29,False,DE
2011-11-01,33,False,DE
2011-12-01,30,False,DE
2012-01-01,29,False,DE
2012-02-01,25,False,DE
2012-03-01,33,False,DE
2012-04-01,30,False,DE
2012-05-01,27,False,DE
2012-06-01,20,False,DE
2012-07-01,21,False,DE
2012-08-01,25,False,DE
2012-09-01,25,False,DE
2012-10-01,29,False,DE
2012-11-01,33,False,DE
2012-12-01,22,False,DE
2013-01-01,24,False,DE
2013-02-01,22,False,DE
2013-03-01,24,False,DE
2013-04-01,28,False,DE
2013-05-01,39,False,DE
2013-06-01,28,False,DE
2013-07-01,26,False,DE
2013-08-01,24,False,DE
2013-09-01,31,False,DE
2013-10-01,27,False,DE
2013-11-01,28,False,DE
2013-12-01,53,False,DE
2014-01-01,40,False,DE
2014-02-01,30,False,DE
2014-03-01,24,False,DE
2014-04-01,32,False,DE
2014-05-01,23,False,DE
2014-06-01,29,False,DE
2014-07-01,22,False,DE
2014-08-01,26,False,DE
2014-09-01,24,False,DE
2014-10-01,23,False,DE
2014-11-01,25,False,DE
2014-12-01,30,False,DE
2015-01-01,26,False,DE
2015-02-01,34,False,DE
2015-03-01,29,False,DE
2015-04-01,24,False,DE
2015-05-01,26,False,DE
2015-06-01,24,False,DE
2015-07-01,29,False,DE
2015-08-01,30,False,DE
2015-09-01,36,False,DE
2015-10-01,38,False,DE
2015-11-01,28,False,DE
2015-12-01,36,False,DE
2016-01-01,84,False,DE
2016-02-01,44,False,DE
2016-03-01,46,False,DE
2016-04-01,53,False,DE
2016-05-01,54,False,DE
2016-06-01,52,False,DE
2016-07-01,60,False,DE
2016-08-01,49,False,DE
2016-09-01,52,False,DE
2016-10-01,56,False,DE
2016-11-01,55,False,DE
2016-12-01,58,False,DE
2017-01-01,53,False,DE
2017-02-01,55,False,DE
2017-03-01,56,False,DE
2017-04-01,52,False,DE
2017-05-01,65,False,DE
2017-06-01,63,False,DE
2017-07-01,58,False,DE
2017-08-01,79,False,DE
2017-09-01,68,False,DE
2017-10-01,60,False,DE
2017-11-01,65,False,DE
2017-12-01,68,False,DE
2018-01-01,73,False,DE
2018-02-01,65,False,DE
2018-03-01,73,False,DE
2018-04-01,71,False,DE
2018-05-01,77,False,DE
2018-06-01,74,False,DE
2018-07-01,67,False,DE
2018-08-01,67,False,DE
2018-09-01,73,False,DE
2018-10-01,100,False,DE
2018-11-01,77,False,DE
2018-12-01,85,False,DE
2019-01-01,76,False,DE
2011-01-01,48,False,FL
2011-02-01,42,False,FL
2011-03-01,42,False,FL
2011-04-01,46,False,FL
2011-05-01,46,False,FL
2011-06-01,46,False,FL
2011-07-01,48,False,FL
2011-08-01,54,False,FL
2011-09-01,48,False,FL
2011-10-01,50,False,FL
2011-11-01,50,False,FL
2011-12-01,52,False,FL
2012-01-01,49,False,FL
2012-02-01,56,False,FL
2012-03-01,55,False,FL
2012-04-01,49,False,FL
2012-05-01,44,False,FL
2012-06-01,45,False,FL
2012-07-01,27,False,FL
2012-08-01,32,False,FL
2012-09-01,40,False,FL
2012-10-01,41,False,FL
2012-11-01,68,False,FL
2012-12-01,36,False,FL
2013-01-01,26,False,FL
2013-02-01,39,False,FL
2013-03-01,49,False,FL
2013-04-01,40,False,FL
2013-05-01,41,False,FL
2013-06-01,47,False,FL
2013-07-01,44,False,FL
2013-08-01,55,False,FL
2013-09-01,37,False,FL
2013-10-01,26,False,FL
2013-11-01,39,False,FL
2013-12-01,55,False,FL
2014-01-01,38,False,FL
2014-02-01,27,False,FL
2014-03-01,37,False,FL
2014-04-01,40,False,FL
2014-05-01,41,False,FL
2014-06-01,26,False,FL
2014-07-01,29,False,FL
2014-08-01,40,False,FL
2014-09-01,41,False,FL
2014-10-01,43,False,FL
2014-11-01,32,False,FL
2014-12-01,31,False,FL
2015-01-01,39,False,FL
2015-02-01,51,False,FL
2015-03-01,38,False,FL
2015-04-01,29,False,FL
2015-05-01,34,False,FL
2015-06-01,42,False,FL
2015-07-01,40,False,FL
2015-08-01,29,False,FL
2015-09-01,27,False,FL
2015-10-01,35,False,FL
2015-11-01,39,False,FL
2015-12-01,42,False,FL
2016-01-01,100,False,FL
2016-02-01,41,False,FL
2016-03-01,36,False,FL
2016-04-01,41,False,FL
2016-05-01,53,False,FL
2016-06-01,50,False,FL
2016-07-01,60,False,FL
2016-08-01,45,False,FL
2016-09-01,44,False,FL
2016-10-01,49,False,FL
2016-11-01,51,False,FL
2016-12-01,44,False,FL
2017-01-01,40,False,FL
2017-02-01,47,False,FL
2017-03-01,52,False,FL
2017-04-01,51,False,FL
2017-05-01,50,False,FL
2017-06-01,50,False,FL
2017-07-01,54,False,FL
2017-08-01,71,False,FL
2017-09-01,50,False,FL
2017-10-01,46,False,FL
2017-11-01,44,False,FL
2017-12-01,53,False,FL
2018-01-01,63,False,FL
2018-02-01,50,False,FL
2018-03-01,54,False,FL
2018-04-01,50,False,FL
2018-05-01,55,False,FL
2018-06-01,52,False,FL
2018-07-01,55,False,FL
2018-08-01,56,False,FL
2018-09-01,57,False,FL
2018-10-01,88,False,FL
2018-11-01,54,False,FL
2018-12-01,58,False,FL
2019-01-01,58,False,FL
2011-01-01,47,False,GA
2011-02-01,36,False,GA
2011-03-01,42,False,GA
2011-04-01,37,False,GA
2011-05-01,36,False,GA
2011-06-01,38,False,GA
2011-07-01,39,False,GA
2011-08-01,42,False,GA
2011-09-01,37,False,GA
2011-10-01,42,False,GA
2011-11-01,39,False,GA
2011-12-01,48,False,GA
2012-01-01,41,False,GA
2012-02-01,52,False,GA
2012-03-01,72,False,GA
2012-04-01,48,False,GA
2012-05-01,44,False,GA
2012-06-01,45,False,GA
2012-07-01,39,False,GA
2012-08-01,45,False,GA
2012-09-01,45,False,GA
